"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,Navigation,"Sticker taps","Link clicks",Follows
18100124638503782,17841401475580469,nicki.entenmann,"Nicki Entenmann","Also have never seen my scalp serum at this low of a price point 🥵",0,"07/09/2025 08:17",,"IG story",,Lifetime,12330,11640,19,4,3,1,13315,,174,
17845663254522288,17841401475580469,nicki.entenmann,"Nicki Entenmann","On sale in black and brown! 
(I do brown) 
We call her mommy long legs-doesn’t smear, smudge, comes right off with water 
BEST ever",0,"07/09/2025 08:15",,"IG story",,Lifetime,12536,11745,26,12,4,6,12985,,419,
18087671773664599,17841401475580469,nicki.entenmann,"Nicki Entenmann","We love a hydrated, non inflamed queen 💅 @lapure.cosmetics #lapurepartner",0,"07/09/2025 07:10",,"IG story",,Lifetime,13397,12309,25,0,4,1,12855,,136,
18044153759290041,17841401475580469,nicki.entenmann,"Nicki Entenmann","We love Korean skincare!! 
Collagen, hyaluronic acid, grape seed oil  Use code EYEGELS25 for 25% off 
(Makes them $11!) @lapure.cosmetics #lapurepartner",57,"07/09/2025 07:10",,"IG story",,Lifetime,12983,12071,15,0,2,2,12765,,230,
18368505226183077,17841401475580469,nicki.entenmann,"Nicki Entenmann","10 pack for under $15! @lapure.cosmetics #lapurepartner  No code needed, just use this link!
I do 1-2x a week and wear for 15 mins",52,"07/09/2025 07:10",,"IG story",,Lifetime,12592,11943,28,2,6,6,13487,,246,
18129080794444824,17841401475580469,nicki.entenmann,"Nicki Entenmann","Really glad the girlies are in support of Ty backlighting the b holes 😒💀",0,"07/09/2025 06:33",,"IG story",,Lifetime,12932,12373,50,0,,21,13608,,131,
17848371039510296,17841401475580469,nicki.entenmann,"Nicki Entenmann","People SWEAR by these so I just bought some and will report back!",0,"07/09/2025 06:30",,"IG story",,Lifetime,13019,12480,16,2,2,7,14379,,185,
17984530706699626,17841401475580469,nicki.entenmann,"Nicki Entenmann","As an acne prone girl, swear by these!",0,"07/09/2025 06:29",,"IG story",,Lifetime,13134,12618,10,3,1,1,14420,,93,
17967429416777703,17841401475580469,nicki.entenmann,"Nicki Entenmann","Best purchase I’ve made for myself last year!!",0,"07/09/2025 06:29",,"IG story",,Lifetime,14017,13090,22,1,3,2,14831,,157,
17974899617907569,17841401475580469,nicki.entenmann,"Nicki Entenmann","If you want to know the romantic conversations Ty and I have at night xoxoxo 

He can’t get over the @dudewipes prime day sale. 
Dude wipes- need a new spokesman??",56,"07/08/2025 20:17",,"IG story",,Lifetime,14013,13477,117,19,16,221,13197,23,,
18043329329308269,17841401475580469,nicki.entenmann,"Nicki Entenmann","looking at Ty’s Amazon cart -
Just not a care in the world 😒
Heated back wrap for golf & dude wipes",13,"07/08/2025 19:50",,"IG story",,Lifetime,13803,13346,31,2,2,16,10525,,,
17875258782376063,17841401475580469,nicki.entenmann,"Nicki Entenmann","Karaoked this song when I first tried jungle juice in college (and threw up in my hair later that night 💅) and now I’m online shopping to it 👵🏼",51,"07/08/2025 19:24",,"IG story",,Lifetime,13575,13211,118,9,7,28,15145,,,
18059482619010112,17841401475580469,nicki.entenmann,"Nicki Entenmann","Anyone else over the boots, open long cardigans and expensive coats from the Nsale??? So 2016????

I’m not falling for it this yearrrrrrrrrrrrrr",0,"07/08/2025 19:11",,"IG story",,Lifetime,13564,13224,109,2,8,69,12724,,,
18047429768237378,17841401475580469,nicki.entenmann,"Nicki Entenmann","If this series didn’t make you want one, I don’t know what will
😵‍💫😵‍💫😵‍💫😵‍💫",34,"07/08/2025 18:39",,"IG story",,Lifetime,13882,13104,87,0,7,26,13338,,270,
17879546955357213,17841401475580469,nicki.entenmann,"Nicki Entenmann","hiring a new camera (wo)man",45,"07/08/2025 18:37",,"IG story",,Lifetime,14239,13677,202,5,12,95,13443,,,
18058351058052340,17841401475580469,nicki.entenmann,"Nicki Entenmann","My boys will 
love this!",0,"07/08/2025 13:38",,"IG story",,Lifetime,8278,8000,7,0,7,0,8585,,10,
17863689834427577,17841401475580469,nicki.entenmann,"Nicki Entenmann","Def getting some
 new runners!",0,"07/08/2025 13:37",,"IG story",,Lifetime,8309,8019,6,0,2,0,8686,,66,
18043257521303829,17841401475580469,nicki.entenmann,"Nicki Entenmann","Great for Back to 
school shoe
 Shopping for the kids!",0,"07/08/2025 13:37",,"IG story",,Lifetime,8503,8087,8,1,,0,8835,,91,
18046554212627342,17841401475580469,nicki.entenmann,"Nicki Entenmann","I truly needed this laugh 💀",15,"07/08/2025 13:32",,"IG story",,Lifetime,11787,10788,50,4,4,22,10988,,,
18318056401224702,17841401475580469,nicki.entenmann,"Nicki Entenmann","Lunch break!
@cava",0,"07/08/2025 10:56",https://instagram.com/stories/nicki.entenmann/3672342658015288061,"IG story",,Lifetime,10753,10439,27,0,10,9,11505,83,,
18070239005006788,17841401475580469,nicki.entenmann,"Nicki Entenmann","4 month supply! 
I take one every day  @benevolent.brand #ad",0,"07/08/2025 09:23",,"IG story",,Lifetime,10593,10116,12,0,6,3,10295,5,186,
18050967875402532,17841401475580469,nicki.entenmann,"Nicki Entenmann","@benevolent.brand #benevolentpartner",44,"07/08/2025 09:22",,"IG story",,Lifetime,10593,10138,14,0,1,4,10182,,152,
18045836582268879,17841401475580469,nicki.entenmann,"Nicki Entenmann","@benevolent.brand #benevolentpartner",17,"07/08/2025 09:22",,"IG story",,Lifetime,10666,10228,15,0,1,0,10296,,,
18037795958652325,17841401475580469,nicki.entenmann,"Nicki Entenmann","@benevolent.brand #benevolentpartner",27,"07/08/2025 09:22",,"IG story",,Lifetime,10925,10372,18,2,2,2,10690,,224,
18048087245625096,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/08/2025 09:11",,"IG story",,Lifetime,11023,10452,11,0,1,1,11006,,124,
18050594168409978,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/08/2025 09:11",,"IG story",,Lifetime,10568,10157,15,3,1,1,11163,,194,
18085997968690378,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/08/2025 09:11",,"IG story",,Lifetime,10634,10250,13,1,,2,11446,,123,
18370199554182275,17841401475580469,nicki.entenmann,"Nicki Entenmann","Why do I want this and this?!",0,"07/08/2025 09:11",,"IG story",,Lifetime,10691,10357,11,0,1,4,11563,,61,
18012800720760276,17841401475580469,nicki.entenmann,"Nicki Entenmann","So good for brain health, memory, muscle recovery, 
Bone health, skin, blood sugar! 

I take every day!!!",0,"07/08/2025 09:07",,"IG story",,Lifetime,10812,10444,20,3,3,4,11555,,238,
18057046013061457,17841401475580469,nicki.entenmann,"Nicki Entenmann","We use this CONSTANTLYYYY-it has helped keep our schedules organized",59,"07/08/2025 08:58",,"IG story",,Lifetime,10871,10563,19,6,2,1,11829,,57,
18056381996458533,17841401475580469,nicki.entenmann,"Nicki Entenmann","This was last week! 
A touch of color-doesn’t look orange, stink, doesn’t transfer to clothes, clean. I honestly LOVE",0,"07/08/2025 08:49",,"IG story",,Lifetime,11026,10702,14,0,4,0,11176,,44,
18176361277328713,17841401475580469,nicki.entenmann,"Nicki Entenmann","30% off!!!",55,"07/08/2025 08:49",,"IG story",,Lifetime,10715,10331,13,2,,4,11085,,184,
18362805772147970,17841401475580469,nicki.entenmann,"Nicki Entenmann","1” 1.25”",43,"07/08/2025 08:44",,"IG story",,Lifetime,10761,10444,22,1,2,1,11286,,109,
18064072715469239,17841401475580469,nicki.entenmann,"Nicki Entenmann","If there was ONE investment item as a mom I would get-it’s THISSSSSS. 100000/10 recommend",25,"07/08/2025 08:35",,"IG story",,Lifetime,11065,10645,24,9,5,8,10917,,226,
17890483437289180,17841401475580469,nicki.entenmann,"Nicki Entenmann","A lot of my favorite golf staples are on sale!!! $27 $22",0,"07/08/2025 07:13",,"IG story",,Lifetime,11961,11501,22,5,9,0,12309,,241,
17908880181169283,17841401475580469,nicki.entenmann,"Nicki Entenmann","Ok I think I’m finally gonna bite the bullet and get this baby!!!!",0,"07/08/2025 06:53",,"IG story",,Lifetime,12062,11667,24,2,1,2,13309,,87,
17881989942224494,17841401475580469,nicki.entenmann,"Nicki Entenmann","This will sell out! 
I use 12-16lbs for walks and 
8 lbs for runs!",0,"07/08/2025 06:53",,"IG story",,Lifetime,12237,11768,25,4,3,2,12626,,445,
18090441475641080,17841401475580469,nicki.entenmann,"Nicki Entenmann",@lumineuxhealth,0,"07/08/2025 06:49",,"IG story",,Lifetime,13410,12782,18,0,,0,11945,,118,
18054973448097331,17841401475580469,nicki.entenmann,"Nicki Entenmann","21 pack: 33% off - $29.99
2 pack toothpaste: 42% off - $10.99  @lumineuxhealth",54,"07/08/2025 06:49",,"IG story",,Lifetime,12182,11845,19,0,2,1,11715,,143,
18074160862947834,17841401475580469,nicki.entenmann,"Nicki Entenmann",@lumineuxhealth,55,"07/08/2025 06:49",,"IG story",,Lifetime,11677,11403,17,1,2,1,12055,,,
18055126673101002,17841401475580469,nicki.entenmann,"Nicki Entenmann","@lumineuxhealth  Biggest discount I’ve had 🙌🏻🙌🏻",52,"07/08/2025 06:49",,"IG story",,Lifetime,12865,12327,24,1,2,2,12662,3,392,
18056451989071835,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/08/2025 06:42",,"IG story",,Lifetime,12759,12070,17,0,3,2,13438,,488,
18086768446615250,17841401475580469,nicki.entenmann,"Nicki Entenmann","Not gonna lie-I was SUPER impressed with the deals here",0,"07/08/2025 06:42",,"IG story",,Lifetime,13092,12304,21,0,3,0,13730,,542,
18212045473307462,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/08/2025 06:42",,"IG story",,Lifetime,13201,12502,21,0,5,0,14728,,424,
18083119939836255,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/08/2025 06:42",,"IG story",,Lifetime,13638,12784,32,2,3,6,15172,,855,
18064887695126547,17841401475580469,nicki.entenmann,"Nicki Entenmann","July 8-11",0,"07/08/2025 06:39",,"IG story",,Lifetime,15303,14034,43,0,13,2,14202,,806,1
18073747777782524,17841401475580469,nicki.entenmann,"Nicki Entenmann","This flavor slaps  Back to the grind 
Prime Days start tmw 😬",0,"07/07/2025 19:04",,"IG story",,Lifetime,14979,14639,66,11,22,14,15490,,,
18035131562415585,17841401475580469,nicki.entenmann,"Nicki Entenmann","Summer ball ❤️🥍8️⃣",8,"07/07/2025 18:56",,"IG story",,Lifetime,15272,14781,56,0,8,1,16259,,,1
18255261112304746,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m told:
“Out of touch” 
“Over the top” 
“Too thin” 

I feel:
 Confident 
Unstoppable 
Free  I was told:
“Relatable”
“One of us” 
“Body Positive” 

I felt:
Lacked confidence
Unhappy
Sad 
  Some people won’t clap for YOU when you grow & get better……..because it reminds them of how much they’re still lacking discipline. 

Show. Up. Anyway.",0,"07/07/2025 16:01",,"IG story",,Lifetime,16624,15999,834,7,13,187,16472,,,
17867411190330596,17841401475580469,nicki.entenmann,"Nicki Entenmann","Healing made her private. 
Growth made her picky. 
Peace made her unbothered.",57,"07/07/2025 15:52",https://instagram.com/stories/nicki.entenmann/3671767117205739940,"IG story",,Lifetime,17260,16525,288,3,18,61,17335,,,
18015129470752528,17841401475580469,nicki.entenmann,"Nicki Entenmann",,60,"07/07/2025 14:58",,"IG story",,Lifetime,11369,10876,76,0,13,10,11354,,,
18515442751050585,17841401475580469,nicki.entenmann,"Nicki Entenmann","In women’s clothing-I think dresses are the best deals!",15,"07/07/2025 12:13",,"IG story",,Lifetime,12620,11801,24,0,5,0,12762,,135,
18066707963320087,17841401475580469,nicki.entenmann,"Nicki Entenmann","Any commission I make 
thru Target Circle week, 
will 100% go to the Texas flood victims and relief fund 
💔💔💔

My heart is incredible heavy still and it’s been so hard to bring normalcy back in this space as my mama heart is broken- but I’ve seen light and love by coming together in a tragedy. 

 if you are shopping, I’d love for you to use my links so it can go to those sweet families ❤️ 

Love you all so much",15,"07/07/2025 12:12",,"IG story",,Lifetime,17253,16579,490,3,19,51,18104,,342,
18057387827368118,17841401475580469,nicki.entenmann,"Nicki Entenmann","This brand is such good quality!",0,"07/07/2025 10:17",,"IG story",,Lifetime,12268,11844,11,0,6,1,12849,,145,
18058171289039834,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’ve never tried 
hydro flask
so just bought one!",0,"07/07/2025 10:15",,"IG story",,Lifetime,12311,12067,15,1,5,0,13231,,95,
18079159594851040,17841401475580469,nicki.entenmann,"Nicki Entenmann","Adulting is
investing in
sleep  TODAY 
ONLY!",0,"07/07/2025 10:13",,"IG story",,Lifetime,12473,12164,10,2,3,0,13736,,130,
18282364666255830,17841401475580469,nicki.entenmann,"Nicki Entenmann","Love studio Magee! 
Pottery barn 
on target budget  Today 
only!!",0,"07/07/2025 10:12",,"IG story",,Lifetime,12702,12214,11,2,4,0,13814,,221,
17893368690259990,17841401475580469,nicki.entenmann,"Nicki Entenmann",,15,"07/07/2025 10:08",,"IG story",,Lifetime,12728,12321,94,0,3,8,13891,,,
18068583557036787,17841401475580469,nicki.entenmann,"Nicki Entenmann","On sale for $17
I’m in S",0,"07/07/2025 08:02",,"IG story",,Lifetime,14633,13564,24,1,9,7,14801,,551,
18283052260302047,17841401475580469,nicki.entenmann,"Nicki Entenmann","30% off tees and tanks!",0,"07/07/2025 08:01",,"IG story",,Lifetime,14708,13638,25,0,5,5,14826,,407,
17934590693935705,17841401475580469,nicki.entenmann,"Nicki Entenmann","Ride or die category 
Items I use daily in the home!",0,"07/07/2025 07:59",,"IG story",,Lifetime,14129,13388,30,0,7,0,14829,,908,3
18071159854995853,17841401475580469,nicki.entenmann,"Nicki Entenmann","Great options for home gym!",41,"07/07/2025 07:56",,"IG story",,Lifetime,14331,13469,27,0,1,3,15354,,819,
17886107262302002,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/07/2025 07:54",,"IG story",,Lifetime,14225,13563,21,0,4,1,15535,,214,
18045291800552249,17841401475580469,nicki.entenmann,"Nicki Entenmann","30% off dresses! 
I got this one for under $15",0,"07/07/2025 07:53",,"IG story",,Lifetime,14472,13634,32,0,4,4,15573,,296,
17995504676653636,17841401475580469,nicki.entenmann,"Nicki Entenmann","40% off select bedding!!

P wanted to redecorate her room for her bday and I got her sheets, pillows, pillowcases and duvet for under $65 total!",0,"07/07/2025 07:52",,"IG story",,Lifetime,14728,13726,33,2,5,3,15270,,588,
18080090467872947,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/07/2025 07:50",,"IG story",,Lifetime,14779,13963,23,0,9,0,15788,,196,
18071914486974576,17841401475580469,nicki.entenmann,"Nicki Entenmann","Clothes, bedding, beauty, back to school, groceries, 
Home, electronics , etc! 

I picked the best of the best deals",0,"07/07/2025 07:49",,"IG story",,Lifetime,16619,15054,41,1,17,1,15868,,494,
18054109286593585,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/06/2025 18:49",,"IG story",,Lifetime,11610,10815,14,0,18,0,11395,,107,
18053495495594998,17841401475580469,nicki.entenmann,"Nicki Entenmann","I JUST ORDER A TON OF THESE!",0,"07/06/2025 18:49",,"IG story",,Lifetime,12155,11399,14,0,5,2,12040,,189,
17858581827446491,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’ve said it before
 and I’ll say it again-
not everyone who 
has results is on a GLP! 

It took me almost 18 months to get where I am now. What seems like “overnight” was actually years of trial and errors. 

For 3 years I gaslight myself-wondering why it wasn’t “sticking” when I knew I wasn’t actually doing the work 

I tracked macros like a psychopath this year, added a TON of cardio in prep for Hyrox, carb cycled (even added an extra low carb day cuz my body responds well to it), hormones tested, and rarely drink alcohol now. 

I’m not saying it was easy (or sustainable long term) but I’m also not going to let someone take my hard work away from me",0,"07/06/2025 14:40",https://instagram.com/stories/nicki.entenmann/3671005971800543349,"IG story",,Lifetime,20868,19449,447,4,47,211,24268,,,
18046130705559765,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’ve been loose with tracking macros and more in maintenance since 
May and have gained 4 lbs! 
(Haven’t tracked much) 

From August-Dec 2024 I was in muscle building (higher cal, tons of protein) and then I was in a very strict deficit from Jan-May to shed the fat on top of the muscle gained to prep for our anniversary trip! Although it worked, It’s  unrealistic for me to stay there long term! 

Being here has allowed me to still enjoy summer without obsessing over every bite 

Everyone has different goals but this is my happy place",0,"07/06/2025 14:27",https://instagram.com/stories/nicki.entenmann/3670999456943776914,"IG story",,Lifetime,20955,19873,159,0,13,13,20931,,,
18069651713061043,17841401475580469,nicki.entenmann,"Nicki Entenmann",,15,"07/06/2025 10:53",,"IG story",,Lifetime,20757,18776,244,0,17,18,21459,,,
17851178760491400,17841401475580469,nicki.entenmann,"Nicki Entenmann",,15,"07/06/2025 10:27",,"IG story",,Lifetime,19896,18916,147,0,10,4,19196,,50,
17842773741532992,17841401475580469,nicki.entenmann,"Nicki Entenmann",,60,"07/06/2025 10:12",,"IG story",,Lifetime,20260,19271,132,0,20,16,20050,,,1
18390801274185643,17841401475580469,nicki.entenmann,"Nicki Entenmann",,52,"07/06/2025 10:06",,"IG story",,Lifetime,21392,20216,81,0,33,2,19960,,,1
17860880187438840,17841401475580469,nicki.entenmann,"Nicki Entenmann","I have donated to @dtkaustin as well! Ashley is a trusted local creator to the area who is taking donations and is spending time making emergency kits and dropping off supplies for those in need If you do donate to her, make sure to only use this Venmo account!! There are already scammers making look alike accounts",0,"07/05/2025 15:54",,"IG story",,Lifetime,25061,24362,59,0,26,5,26194,863,,
18085799983742459,17841401475580469,nicki.entenmann,"Nicki Entenmann","Tons of ways to help in caption here!",0,"07/05/2025 15:50",,"IG story",,Lifetime,24850,24277,91,0,13,3,28133,,,
17952911168840686,17841401475580469,nicki.entenmann,"Nicki Entenmann","❤️❤️❤️ married into
 the best family",5,"07/05/2025 15:00",https://instagram.com/stories/nicki.entenmann/3670291390274840337,"IG story",,Lifetime,25429,24996,96,0,14,3,26088,664,,
18069897842019655,17841401475580469,nicki.entenmann,"Nicki Entenmann","Driving home ❤️
Another magical week with my favorites",0,"07/05/2025 14:59",https://instagram.com/stories/nicki.entenmann/3670290948623152288,"IG story",,Lifetime,27338,26830,320,0,28,13,26419,,,
18045357095248570,17841401475580469,nicki.entenmann,"Nicki Entenmann",,7,"07/04/2025 17:12",https://instagram.com/stories/nicki.entenmann/3669632933528019532,"IG story",,Lifetime,12519,12058,81,0,9,1,12496,,,
17891875443270522,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/04/2025 16:46",https://instagram.com/stories/nicki.entenmann/3669620034231207936,"IG story",,Lifetime,12371,11944,92,0,11,5,12668,230,,
18043238519298075,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/04/2025 16:44",,"IG story",,Lifetime,11949,11464,37,0,2,1,12423,,,
18071116571491619,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/04/2025 16:44",,"IG story",,Lifetime,12028,11576,34,0,1,1,12392,,,
17954579309972397,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/04/2025 16:44",https://instagram.com/stories/nicki.entenmann/3669618839357910971,"IG story",,Lifetime,12109,11647,36,0,,0,12614,,,
18071115347069735,17841401475580469,nicki.entenmann,"Nicki Entenmann","Wet Rats 🇺🇸🌧️⛈️",0,"07/04/2025 16:44",https://instagram.com/stories/nicki.entenmann/3669618741446078456,"IG story",,Lifetime,12227,11835,67,0,1,0,12748,,,
18072868007302004,17841401475580469,nicki.entenmann,"Nicki Entenmann","Bish got her dog 🌭",0,"07/04/2025 16:36",https://instagram.com/stories/nicki.entenmann/3669616568754687648,"IG story",,Lifetime,12642,12205,79,0,2,4,13022,,,
17890102551166853,17841401475580469,nicki.entenmann,"Nicki Entenmann",,34,"07/04/2025 16:33",https://instagram.com/stories/nicki.entenmann/3669613351555638791,"IG story",,Lifetime,12575,12258,80,1,9,2,13007,,,
18063640046468229,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/04/2025 11:56",https://instagram.com/stories/nicki.entenmann/3669474106182557099,"IG story",,Lifetime,12969,12808,123,0,4,3,13462,,,
18073352548779765,17841401475580469,nicki.entenmann,"Nicki Entenmann","I plan on eating at least 3
🌭🌭🌭",0,"07/04/2025 09:49",https://instagram.com/stories/nicki.entenmann/3669410307522086028,"IG story",,Lifetime,9263,9125,118,1,6,8,9437,,,
17844740451521795,17841401475580469,nicki.entenmann,"Nicki Entenmann","Happy 4th of July 🇺🇸🎇🫡",23,"07/04/2025 08:09",https://instagram.com/stories/nicki.entenmann/3669359502463038909,"IG story",,Lifetime,12954,12737,273,1,13,18,13146,,,
17956643762817906,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/03/2025 17:13",https://instagram.com/stories/nicki.entenmann/3668910240688117864,"IG story",,Lifetime,12740,12199,234,0,16,19,13305,,,
18048122591393811,17841401475580469,nicki.entenmann,"Nicki Entenmann",,10,"07/03/2025 17:13",https://instagram.com/stories/nicki.entenmann/3668908551079899166,"IG story",,Lifetime,12142,11761,36,0,,1,11176,,,
17923612715983661,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/03/2025 17:10",https://instagram.com/stories/nicki.entenmann/3668907078954621624,"IG story",,Lifetime,12779,12339,33,0,,2,13589,,,
18033505292436662,17841401475580469,nicki.entenmann,"Nicki Entenmann","Mom 🤝🏻 Dad
watch rides from afar 
🤢🤢🤢",0,"07/03/2025 17:07",https://instagram.com/stories/nicki.entenmann/3668906014336044493,"IG story",,Lifetime,12870,12362,76,0,1,5,13222,,,
18081821962849275,17841401475580469,nicki.entenmann,"Nicki Entenmann",PTSDDDDDD,0,"07/03/2025 17:04",https://instagram.com/stories/nicki.entenmann/3668904282586885688,"IG story",,Lifetime,12872,12336,55,3,1,49,13321,,,
18412506037108066,17841401475580469,nicki.entenmann,"Nicki Entenmann",,21,"07/03/2025 17:02",https://instagram.com/stories/nicki.entenmann/3668903940457580569,"IG story",,Lifetime,12889,12360,55,0,3,7,11815,,,
17940772431012477,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"07/03/2025 16:58",https://instagram.com/stories/nicki.entenmann/3668901313623843224,"IG story",,Lifetime,13183,12661,35,0,4,1,13264,,,1
18069257510083377,17841401475580469,nicki.entenmann,"Nicki Entenmann","classic 💅",0,"07/03/2025 15:03",https://instagram.com/stories/nicki.entenmann/3668843167660242649,"IG story",,Lifetime,12955,12247,39,0,7,1,13376,,,
18076666283306441,17841401475580469,nicki.entenmann,"Nicki Entenmann","🤜🏼🤛🏼
Bros before hos",0,"07/03/2025 14:24",https://instagram.com/stories/nicki.entenmann/3668823331962453709,"IG story",,Lifetime,13244,12573,76,0,2,14,13999,,,
18059092766257721,17841401475580469,nicki.entenmann,"Nicki Entenmann","Gangs all here ❤️",0,"07/03/2025 13:57",https://instagram.com/stories/nicki.entenmann/3668809827981312500,"IG story",,Lifetime,13460,12836,194,0,9,10,13308,,,
17881585032223574,17841401475580469,nicki.entenmann,"Nicki Entenmann",,21,"07/03/2025 13:49",https://instagram.com/stories/nicki.entenmann/3668806181159730665,"IG story",,Lifetime,13669,12988,52,0,6,2,13763,,,
18035406656398577,17841401475580469,nicki.entenmann,"Nicki Entenmann","It’s giving Annie Oakley 💅",7,"07/03/2025 10:43",https://instagram.com/stories/nicki.entenmann/3668712620829152627,"IG story",,Lifetime,14811,14220,92,0,5,3,13715,,,
18069303002085508,17841401475580469,nicki.entenmann,"Nicki Entenmann","“Felix polishes the floor with bananas”",19,"07/03/2025 10:43",https://instagram.com/stories/nicki.entenmann/3668712382114350007,"IG story",,Lifetime,15047,14384,45,1,3,10,14854,,,
18035045954401366,17841401475580469,nicki.entenmann,"Nicki Entenmann","Shorts are free people movement on Amazon budget $26",0,"07/03/2025 10:42",https://instagram.com/stories/nicki.entenmann/3668711772766076850,"IG story",,Lifetime,16504,15090,43,1,3,2,15292,,333,
17850418458455829,17841401475580469,nicki.entenmann,"Nicki Entenmann",,7,"07/03/2025 10:12",,"IG story",,Lifetime,15420,14771,95,0,7,6,14352,,,
17889960924167706,17841401475580469,nicki.entenmann,"Nicki Entenmann",💪🏼💪🏼,31,"07/03/2025 09:31",https://instagram.com/stories/nicki.entenmann/3668675961169227797,"IG story",,Lifetime,16255,15444,94,0,22,21,15045,,,
17861439219431572,17841401475580469,nicki.entenmann,"Nicki Entenmann","30 years ago my parents handed me a pair of hand me down sneakers & a weathered basketball and told me to go play at this very hoop. 

it’s where  my love for the game started-
teaching me grit, teamwork, work ethic, importance of losing, and eventually helped pay for my college 🏀 

To take my kids here and play with them 
Is an emotional full circle moment",33,"07/02/2025 19:36",https://instagram.com/stories/nicki.entenmann/3668256057534442140,"IG story",,Lifetime,16925,15647,286,0,60,31,16626,,,1
18051605639427968,17841401475580469,nicki.entenmann,"Nicki Entenmann","They don’t call it beef country for nothing 🤤🤤🤤",0,"07/02/2025 18:42",https://instagram.com/stories/nicki.entenmann/3668228500973812931,"IG story",,Lifetime,16467,15432,87,0,13,3,15890,,,
17859519642442716,17841401475580469,nicki.entenmann,"Nicki Entenmann",,25,"07/02/2025 17:34",https://instagram.com/stories/nicki.entenmann/3668194360035377616,"IG story",,Lifetime,16205,15226,159,1,9,14,16275,,,
18059106740038836,17841401475580469,nicki.entenmann,"Nicki Entenmann","Day 2 Prime Days: 

Sharing some more of my favorites today! 
Undies, beauty, home & more! 

Everything is broken into categories and folders to help you navigate 

In order for me to get credit, it has to be the LAST link you click on before checking out. My entire team is a bunch of incredible moms and love to support them during this week! 

All of yesterdays deals are saved to prime day highlight! 

You prob don’t NEED anything so if you’re feeling pressure, put down your phone and go outside!",0,"07/09/2025 06:26",,"IG story",,Lifetime,14956,13632,51,0,12,5,13906,,675,
18090012067568815,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"06/25/2025 12:35",,"IG story",,Lifetime,22078,20469,44,0,9,3,23795,,254,
17842654542531214,17841401475580469,nicki.entenmann,"Nicki Entenmann","Vici increased my discount code to 40% off for the week!!! 🙌🏻
Our favorite romper included. I’m in size S (runs big)  Code: NICKIE40",0,"07/02/2025 13:21",,"IG story",,Lifetime,17423,15554,40,0,19,5,16885,,195,
18415987405099203,17841401475580469,nicki.entenmann,"Nicki Entenmann","NICKI25 for 25% off + free shipping on orders over $25 #cocolabpartner",0,"07/02/2025 13:17",,"IG story",,Lifetime,17521,15615,23,0,,4,16724,5,76,
18376823239126979,17841401475580469,nicki.entenmann,"Nicki Entenmann","Merica 🫡",0,"07/02/2025 12:03",https://instagram.com/stories/nicki.entenmann/3668027746392686383,"IG story",,Lifetime,16558,15322,152,0,8,12,17270,,,
18510588472060640,17841401475580469,nicki.entenmann,"Nicki Entenmann","A bunch of queens 👑🐴",16,"07/02/2025 11:51",https://instagram.com/stories/nicki.entenmann/3668021944705393656,"IG story",,Lifetime,16644,15475,182,1,2,18,16999,,,
18061137986337248,17841401475580469,nicki.entenmann,"Nicki Entenmann","Cousin time ❤️",0,"07/02/2025 11:41",https://instagram.com/stories/nicki.entenmann/3668016768514798254,"IG story",,Lifetime,16859,15635,81,0,4,6,18177,,,
17864624595422453,17841401475580469,nicki.entenmann,"Nicki Entenmann","Blocked J’s face but we did it 🙌🏻😂",0,"07/02/2025 10:39",https://instagram.com/stories/nicki.entenmann/3667985901457352949,"IG story",,Lifetime,17150,15874,135,2,13,74,17622,,,
17911475544153438,17841401475580469,nicki.entenmann,"Nicki Entenmann",,30,"07/02/2025 10:34",https://instagram.com/stories/nicki.entenmann/3667983094452948051,"IG story",,Lifetime,17252,15976,132,1,5,28,17176,,,
