"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,"Sticker taps",Navigation,"Link clicks",Follows
17979775988763686,17841401475580469,nicki.entenmann,"Nicki Entenmann","Our favorite brow 
gel is on sale!!! 
Holy grail of brows!!",0,"10/07/2025 14:18",https://instagram.com/stories/nicki.entenmann/3738399136690658119,"IG story",,Lifetime,10306,8693,26,0,5,3,,9536,301,
18079054124080218,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 14:15",https://instagram.com/stories/nicki.entenmann/3738397663432967270,"IG story",,Lifetime,10283,8745,21,0,3,2,,9847,66,
18114532960554717,17841401475580469,nicki.entenmann,"Nicki Entenmann","These are my favorite!! @caraway_home",0,"10/07/2025 14:15",https://instagram.com/stories/nicki.entenmann/3738397425859193561,"IG story",,Lifetime,10597,8905,27,3,8,2,,9883,140,
18071501597235997,17841401475580469,nicki.entenmann,"Nicki Entenmann","Tons of workout
 sets on sale 🫡",0,"10/07/2025 12:59",https://instagram.com/stories/nicki.entenmann/3738359027098327494,"IG story",,Lifetime,11285,9005,45,0,3,16,,9889,721,
17974355639785421,17841401475580469,nicki.entenmann,"Nicki Entenmann","Therapy break 🫰🏼🏋🏼‍♀️
Tons of our home gym items on sale!",35,"10/07/2025 12:55",https://instagram.com/stories/nicki.entenmann/3738357216610166000,"IG story",,Lifetime,11016,9243,67,1,10,6,,9657,375,
18092322004887097,17841401475580469,nicki.entenmann,"Nicki Entenmann","Proof she’s eating & drinking something besides caffeine 😮‍💨",0,"10/07/2025 10:56",,"IG story",,Lifetime,9817,8606,79,0,7,8,,9181,,
17991637469848092,17841401475580469,nicki.entenmann,"Nicki Entenmann","All under $10 today!!! Products for Kids & adults  Up to 30% off here  @beekeepers_naturals #beekeepersnaturalspartner",5,"10/07/2025 10:00",https://instagram.com/stories/nicki.entenmann/3738269390744665130,"IG story",,Lifetime,9499,8598,27,2,1,2,,8912,98,
18120921304451151,17841401475580469,nicki.entenmann,"Nicki Entenmann","Vitamin C, D, B , zinc- a powerhouse for your immune system
4 sprays a day is all you need
Mamas get this in your medicine cabinet!!! @beekeepers_naturals #beekeeperanaturalspartner",60,"10/07/2025 10:00",https://instagram.com/stories/nicki.entenmann/3738269379218708308,"IG story",,Lifetime,9485,8717,27,2,,2,,9092,84,
18057041948631567,17841401475580469,nicki.entenmann,"Nicki Entenmann","The throat spray is MAGICCCC @beekeepers_naturals #beekeepersnaturalspartner",54,"10/07/2025 10:00",https://instagram.com/stories/nicki.entenmann/3738269291423580339,"IG story",,Lifetime,10063,8862,33,1,4,6,2,9534,104,
18287314372285715,17841401475580469,nicki.entenmann,"Nicki Entenmann","Use every. Single. Day. 
Veggies, chicken nuggets, sausage, burgers/meat, reheat food, dehydrate fruit",0,"10/07/2025 09:42",https://instagram.com/stories/nicki.entenmann/3738260121139933683,"IG story",,Lifetime,10780,8862,34,4,,4,,10125,72,
17852596962510103,17841401475580469,nicki.entenmann,"Nicki Entenmann","Amazing Christmas
Gift for kids! My kids still
Make all their own toys 
with it!",0,"10/07/2025 09:39",https://instagram.com/stories/nicki.entenmann/3738258500234327611,"IG story",,Lifetime,10983,8963,29,2,2,6,,9995,265,
17918580420051366,17841401475580469,nicki.entenmann,"Nicki Entenmann","I love her",33,"10/07/2025 09:37",https://instagram.com/stories/nicki.entenmann/3738258074537659590,"IG story",,Lifetime,10439,9080,34,0,2,7,,9822,47,
17853938160551350,17841401475580469,nicki.entenmann,"Nicki Entenmann","This is such an amazing investment as a mom! I’ve had it for a year and it’s 👏🏼👏🏼",25,"10/07/2025 09:26",https://instagram.com/stories/nicki.entenmann/3738252106940621549,"IG story",,Lifetime,10589,9235,37,7,2,11,,9667,129,
18527109910002368,17841401475580469,nicki.entenmann,"Nicki Entenmann","@kachava #kachavapartner",52,"10/07/2025 09:11",https://instagram.com/stories/nicki.entenmann/3738245150653932454,"IG story",,Lifetime,11653,9515,34,4,8,9,,10978,139,2
18046817987348198,17841401475580469,nicki.entenmann,"Nicki Entenmann","How we doin?! 🙃
3 cup of coffee on an empty stomach is not recommended 😅
Someone remind me to eat today  I KNOW these days can feel like a lot and I hope you know how much ILY & appreciate you being here, engaging in my content, and shopping thru my links! 

Comment HERE and tell me what’s at the top of your prime days wish list! 

Sending 4 of you $100 to spend on Amazon 
2 winners today & 2 tomorrow ❤️",0,"10/07/2025 09:08",https://instagram.com/stories/nicki.entenmann/3738243237438908616,"IG story",,Lifetime,11841,9642,180,1,7,655,,9926,,
18061976183569610,17841401475580469,nicki.entenmann,"Nicki Entenmann","33% off here! 
Under $30 for a 42 count #lumineux  @lumineuxhealth  Whitening with peroxide- hurt my teeth-never go super white  Whitening with lumineux- blinding white & zero pain",0,"10/07/2025 06:45",https://instagram.com/stories/nicki.entenmann/3738171154256168159,"IG story",,Lifetime,8751,7750,20,0,9,3,,8158,58,
18431498284096829,17841401475580469,nicki.entenmann,"Nicki Entenmann","Let me show you some tops & tricks to use them!  #lumineux  @lumineuxhealth",58,"10/07/2025 06:45",https://instagram.com/stories/nicki.entenmann/3738171228847685050,"IG story",,Lifetime,8518,7732,20,1,,1,,8112,44,
17946826227045683,17841401475580469,nicki.entenmann,"Nicki Entenmann","Enamel safe, doesn’t make your teeth sensitive-peroxide free, 
Uses lemon peel, coconut oil, sea salt & sage oil  @lumineuxhealth  #lumineux",58,"10/07/2025 06:45",https://instagram.com/stories/nicki.entenmann/3738171322741401704,"IG story",,Lifetime,9226,7950,26,1,3,2,,8607,57,
18345629641163122,17841401475580469,nicki.entenmann,"Nicki Entenmann","@cocoandeve  I love it so much! 
A touch of color- doesn’t look 
orange, doesn’t stink, doesn’t transfer, it’s clean. It’s the GOAT",0,"10/07/2025 06:18",https://instagram.com/stories/nicki.entenmann/3738157279775372806,"IG story",,Lifetime,9102,7726,25,0,3,1,,8193,61,
18085553221738782,17841401475580469,nicki.entenmann,"Nicki Entenmann",,55,"10/07/2025 06:16",https://instagram.com/stories/nicki.entenmann/3738156680358997482,"IG story",,Lifetime,9077,7768,27,1,3,5,,8430,105,
18181436899342693,17841401475580469,nicki.entenmann,"Nicki Entenmann",,59,"10/07/2025 06:15",https://instagram.com/stories/nicki.entenmann/3738156432534343980,"IG story",,Lifetime,9237,7793,26,4,2,3,,8628,56,
18100954249724823,17841401475580469,nicki.entenmann,"Nicki Entenmann",,43,"10/07/2025 06:15",https://instagram.com/stories/nicki.entenmann/3738155959374946444,"IG story",,Lifetime,9442,7874,26,0,1,4,,8667,94,
18184574527337647,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 06:08",https://instagram.com/stories/nicki.entenmann/3738152326889542551,"IG story",,Lifetime,9556,7851,26,0,4,4,,8829,85,
18041983343445495,17841401475580469,nicki.entenmann,"Nicki Entenmann","Gifting 2 $500 Amazon gift cards 💅🏼💅🏼
Check the caption here!",15,"10/07/2025 06:07",https://instagram.com/stories/nicki.entenmann/3738151627799774058,"IG story",,Lifetime,10320,7982,80,0,21,8,,9089,,
18056675714531679,17841401475580469,nicki.entenmann,"Nicki Entenmann",,59,"10/07/2025 05:52",https://instagram.com/stories/nicki.entenmann/3738144308328242242,"IG story",,Lifetime,9557,8181,34,19,3,7,,8453,44,
18027259493737835,17841401475580469,nicki.entenmann,"Nicki Entenmann","I know it’s an investment but I’m telling you it’s so good! Send to your man for a Christmas present 😏",34,"10/07/2025 05:52",https://instagram.com/stories/nicki.entenmann/3738144366687809398,"IG story",,Lifetime,9791,8308,47,10,1,5,,8423,210,
18062349014121403,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 05:42",https://instagram.com/stories/nicki.entenmann/3738139431208289502,"IG story",,Lifetime,9863,8342,26,1,3,4,,9007,130,
17895454617185289,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 05:42",https://instagram.com/stories/nicki.entenmann/3738139431577426720,"IG story",,Lifetime,10244,8475,26,0,,3,,9086,258,
18019376708592031,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 05:42",https://instagram.com/stories/nicki.entenmann/3738139426930134539,"IG story",,Lifetime,10509,8654,26,0,5,3,,9323,288,
18052230914645127,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 05:42",https://instagram.com/stories/nicki.entenmann/3738139431703218021,"IG story",,Lifetime,10691,8904,27,0,2,4,,9443,286,
18296236246268379,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 05:42",https://instagram.com/stories/nicki.entenmann/3738139425244007816,"IG story",,Lifetime,10717,9107,29,0,2,3,,9679,134,
18105524032609680,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 05:42",https://instagram.com/stories/nicki.entenmann/3738139426150014880,"IG story",,Lifetime,11248,9211,32,0,3,4,,10228,195,
17965349696969977,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/07/2025 05:42",https://instagram.com/stories/nicki.entenmann/3738139426368117058,"IG story",,Lifetime,12130,9498,40,1,5,6,,10713,432,
17922135117163798,17841401475580469,nicki.entenmann,"Nicki Entenmann",,5,"10/07/2025 05:40",https://instagram.com/stories/nicki.entenmann/3738138284577885423,"IG story",,Lifetime,11929,10029,92,0,16,3,,9442,,
18061305845437319,17841401475580469,nicki.entenmann,"Nicki Entenmann","My boys every single time the dodgers get a hit It’s “Hercules. Hercules” for me",14,"10/06/2025 17:12",,"IG story",,Lifetime,15394,13573,67,0,24,8,,13491,,
18076949810470005,17841401475580469,nicki.entenmann,"Nicki Entenmann","CHILI
SEASON",0,"10/06/2025 16:51",https://instagram.com/stories/nicki.entenmann/3737751103804147737,"IG story",,Lifetime,15911,14022,77,0,8,14,,14917,,1
18116506318525760,17841401475580469,nicki.entenmann,"Nicki Entenmann","45 degrees
80 days until Christmas 
And eternity for you guys to be sick of my shit",28,"10/06/2025 15:30",https://instagram.com/stories/nicki.entenmann/3737710781443162795,"IG story",,Lifetime,16805,14555,278,3,19,64,,15424,,
18082873231950740,17841401475580469,nicki.entenmann,"Nicki Entenmann","This skirt was heavily requested again",0,"10/06/2025 14:26",https://instagram.com/stories/nicki.entenmann/3737678487106022520,"IG story",,Lifetime,17257,14776,77,0,9,29,,15064,438,1
18062957015114335,17841401475580469,nicki.entenmann,"Nicki Entenmann",,25,"10/06/2025 14:25",https://instagram.com/stories/nicki.entenmann/3737677969704970350,"IG story",,Lifetime,15455,13588,26,0,10,3,,13799,338,
17972170787942363,17841401475580469,nicki.entenmann,"Nicki Entenmann","Resharing items requested in dms  Size down 1/2 size in 
women’s
These are big kids!",0,"10/06/2025 14:24",https://instagram.com/stories/nicki.entenmann/3737677121960696790,"IG story",,Lifetime,15811,13732,34,0,2,0,,14499,262,
18189650275322821,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/06/2025 14:18",https://instagram.com/stories/nicki.entenmann/3737674173163688460,"IG story",,Lifetime,17638,14901,33,0,5,1,,15979,1202,
17980761488876998,17841401475580469,nicki.entenmann,"Nicki Entenmann","Pull-ups with icing the knee is a new move for me 😩

Starting a new series this month 
MWF- chin up’s- max reps - 3x
Today was 8,7,5
T/TH- wide pull up’s- 3 sets of 3",36,"10/06/2025 14:16",https://instagram.com/stories/nicki.entenmann/3737673215914398101,"IG story",,Lifetime,17864,15356,88,2,11,21,,16659,,
17858621922458314,17841401475580469,nicki.entenmann,"Nicki Entenmann","Still having a hard time finding my spark again, so clearing my head the best way I know how 🏃‍♀️🏋🏼‍♀️

Fun day tomorrow with 
big deal days ❤️",0,"10/06/2025 13:51",https://instagram.com/stories/nicki.entenmann/3737660703869404133,"IG story",,Lifetime,19267,16260,162,0,27,26,,15803,,1
18337631191202395,17841401475580469,nicki.entenmann,"Nicki Entenmann","When temps drop below 60
#camelhoovesseason",9,"10/05/2025 18:17",,"IG story",,Lifetime,14381,12647,89,1,24,17,48,12422,,
18077697569010920,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’m the furthest thing from a swiftie, but so proud of my girl getting up and performing 🤗",60,"10/05/2025 17:51",,"IG story",,Lifetime,10223,8995,144,0,1,18,,9852,,
17979938300760406,17841401475580469,nicki.entenmann,"Nicki Entenmann","Are you really a kid if you don’t learn the Stussy?",5,"10/05/2025 17:09",,"IG story",,Lifetime,12932,11267,85,0,15,10,,10728,,
17943612513058460,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/05/2025 15:00",,"IG story",,Lifetime,10206,9196,13,0,4,1,,9826,42,
17917730784189069,17841401475580469,nicki.entenmann,"Nicki Entenmann","We use this daily!",0,"10/05/2025 15:00",,"IG story",,Lifetime,11159,9957,14,2,2,0,,10775,16,
17850913455525382,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/05/2025 14:59",,"IG story",,Lifetime,10599,9384,15,4,1,1,,10185,41,
18059809268173082,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/05/2025 14:59",,"IG story",,Lifetime,10936,9486,12,3,2,0,,10538,39,
18375373321195841,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/05/2025 14:59",,"IG story",,Lifetime,11251,9712,17,1,8,1,,10647,53,
18376847041145692,17841401475580469,nicki.entenmann,"Nicki Entenmann","Trying to navigate what this space looks like moving forward but so grateful for everyone here ❤️",53,"10/05/2025 14:55",,"IG story",,Lifetime,7652,6629,51,0,6,13,,6917,,
18531525898050069,17841401475580469,nicki.entenmann,"Nicki Entenmann",,57,"10/05/2025 14:47",,"IG story",,Lifetime,13230,11544,49,0,12,5,,11671,,
18387660277120055,17841401475580469,nicki.entenmann,"Nicki Entenmann",,55,"10/05/2025 14:45",,"IG story",,Lifetime,14947,12732,79,0,40,12,,12200,,1
17995055708832863,17841401475580469,nicki.entenmann,"Nicki Entenmann","Have the best weekend!

Like I said the other day, I’m struggling with imposter syndrome on here so instead of shutting the page down 🤣 it’s easier for me to step away than come on and pretend
 

Love ya big 😘",0,"10/03/2025 14:24",,"IG story",,Lifetime,17175,13951,185,0,148,38,,13736,,
18081294205971161,17841401475580469,nicki.entenmann,"Nicki Entenmann","There is a camo hoodie trending from AF and it’s $80! This one is $16",1,"10/02/2025 13:53",,"IG story",,Lifetime,9561,6915,9,0,12,1,,6028,114,
18093791188783470,17841401475580469,nicki.entenmann,"Nicki Entenmann",,1,"10/02/2025 13:52",,"IG story",,Lifetime,9119,7044,5,0,3,0,,6195,15,
18000941846662877,17841401475580469,nicki.entenmann,"Nicki Entenmann","We know her and love her! One of my top picks every prime days 
MOM LIFE SAVERRR",1,"10/02/2025 13:51",,"IG story",,Lifetime,9338,7152,4,5,4,0,,6381,25,
17885811015370992,17841401475580469,nicki.entenmann,"Nicki Entenmann","Ok this is a great price for a set of light dumbbells if you’re looking for/just starting out in fitness!",1,"10/02/2025 13:50",,"IG story",,Lifetime,8926,7370,6,1,1,0,,4365,13,
17901712440267127,17841401475580469,nicki.entenmann,"Nicki Entenmann","I have PTSD from college when guards had to run and Monday mile in a 6:30 pace 😒",60,"10/02/2025 12:44",https://instagram.com/stories/nicki.entenmann/3734728097968263550,"IG story",,Lifetime,9685,8137,25,1,8,2,,8217,,
18044295950677194,17841401475580469,nicki.entenmann,"Nicki Entenmann","PR at 7,000’ elevation kind of afternoon",0,"10/02/2025 12:27",https://instagram.com/stories/nicki.entenmann/3734719157784181887,"IG story",,Lifetime,9543,8138,89,0,3,18,,8013,,
18103197256721080,17841401475580469,nicki.entenmann,"Nicki Entenmann","Me thinking this dog was gonna attack me 👀",44,"10/02/2025 12:11",,"IG story",,Lifetime,9496,8039,42,1,4,5,,7059,,
18068501603246850,17841401475580469,nicki.entenmann,"Nicki Entenmann","Last nights blouse: I’m in M",0,"10/02/2025 11:07",https://instagram.com/stories/nicki.entenmann/3734678907027794782,"IG story",,Lifetime,9890,7462,45,0,4,9,,8513,574,
18343004629164889,17841401475580469,nicki.entenmann,"Nicki Entenmann","$158 $60 Vuori  Amazon  The closest I’ve 
found to this set!! ⬅️",0,"10/02/2025 11:04",https://instagram.com/stories/nicki.entenmann/3734677529526140370,"IG story",,Lifetime,8866,7423,35,2,3,4,,7875,,
18056150186631668,17841401475580469,nicki.entenmann,"Nicki Entenmann","They’re a touch 
short but fit well! 
I got M in both",47,"10/02/2025 10:59",https://instagram.com/stories/nicki.entenmann/3734675444957052861,"IG story",,Lifetime,8348,7320,20,1,2,1,,7877,52,
18092696872794302,17841401475580469,nicki.entenmann,"Nicki Entenmann","Can wear 4 different ways! 
Quality is sweat wicking, breathable but not see thru
It’s AMAZINGGG Leggings $32
Top $26
Bra $28",45,"10/02/2025 10:59",https://instagram.com/stories/nicki.entenmann/3734674966797983078,"IG story",,Lifetime,9072,7682,24,0,,5,,8149,188,
17847650472546020,17841401475580469,nicki.entenmann,"Nicki Entenmann","Closest I’ve ever found on Amazon closest to vuori TTS
M top
s leggings",51,"10/02/2025 10:57",https://instagram.com/stories/nicki.entenmann/3734674374386068565,"IG story",,Lifetime,9032,7521,26,1,1,0,,8020,368,
18045886919353346,17841401475580469,nicki.entenmann,"Nicki Entenmann","Compression is incredible 
Color is rich 
Booty is 🫰🏼🫰🏼",44,"10/02/2025 10:56",https://instagram.com/stories/nicki.entenmann/3734673786302701684,"IG story",,Lifetime,9189,7678,27,0,1,1,,8314,304,
18076767587034495,17841401475580469,nicki.entenmann,"Nicki Entenmann","M in top
s in bottoms 
(Howeverrrrr if you like more compression- size down 1) 5’4” 145 lbs ish 
Size 4-6 denim
34D bra",60,"10/02/2025 10:56",https://instagram.com/stories/nicki.entenmann/3734674023037616850,"IG story",,Lifetime,9663,7804,30,1,3,5,,8238,422,
17842672944591477,17841401475580469,nicki.entenmann,"Nicki Entenmann","Cookies & coffee for breakfast >",0,"10/02/2025 09:58",,"IG story",,Lifetime,9585,8339,52,0,1,2,,8976,,
18001657058816900,17841401475580469,nicki.entenmann,"Nicki Entenmann","Nails are 
DND cherry mocha 
for those asking",0,"10/02/2025 08:58",https://instagram.com/stories/nicki.entenmann/3734613958834610081,"IG story",,Lifetime,10456,9088,61,5,6,7,,9403,,
17909231559230918,17841401475580469,nicki.entenmann,"Nicki Entenmann","More to come but gives you a head start 
(I’ll be early Christmas shopping 👀)",39,"10/02/2025 08:56",https://instagram.com/stories/nicki.entenmann/3734613156187446268,"IG story",,Lifetime,11270,9511,26,2,5,0,,9631,641,
17925525474149458,17841401475580469,nicki.entenmann,"Nicki Entenmann",,56,"10/02/2025 08:52",,"IG story",,Lifetime,11455,9798,39,0,15,4,,9840,,
17852857038503779,17841401475580469,nicki.entenmann,"Nicki Entenmann","Thirty- great ❤️",0,"10/01/2025 17:04",https://instagram.com/stories/nicki.entenmann/3734134437194868657,"IG story",,Lifetime,22850,18773,293,1,75,86,,20321,,1
18074027660515074,17841401475580469,nicki.entenmann,"Nicki Entenmann",,60,"10/01/2025 11:38",,"IG story",,Lifetime,22567,19397,138,0,43,91,,20051,,
17943512070061702,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"10/01/2025 11:24",,"IG story",,Lifetime,23074,19487,232,3,11,17,,21782,,
18288151663262095,17841401475580469,nicki.entenmann,"Nicki Entenmann","When @maile.loyd & @trendmanagement know that the way to my heart is thru my stomach 🫰🏼🍪🍷",0,"10/01/2025 11:22",,"IG story",,Lifetime,24934,21120,66,0,12,21,100,22037,,
17981639279915341,17841401475580469,nicki.entenmann,"Nicki Entenmann","Beyond blessed to have another year with these girls by my side",0,"10/01/2025 10:04",,"IG story",,Lifetime,23241,19492,83,0,15,14,90,21289,,
17921316411166227,17841401475580469,nicki.entenmann,"Nicki Entenmann","S in skirt 
M in top/jacket",0,"10/01/2025 10:03",https://instagram.com/stories/nicki.entenmann/3733922205697699004,"IG story",,Lifetime,3620,3063,25,0,,4,,3292,63,
17853729003544753,17841401475580469,nicki.entenmann,"Nicki Entenmann",,13,"10/01/2025 10:02",https://instagram.com/stories/nicki.entenmann/3733921367742869938,"IG story",,Lifetime,27014,21000,236,3,8,67,,24042,688,
18080032642820160,17841401475580469,nicki.entenmann,"Nicki Entenmann","I’ve spent almost a decade on social media- so many of you have watched me and my children grow up and I’m forever grateful for each and everyone of you ❤️🥹",0,"10/01/2025 09:55",,"IG story",,Lifetime,26331,20630,404,0,28,110,,20780,,
17874902319424479,17841401475580469,nicki.entenmann,"Nicki Entenmann","Girls night 🍸🫰🏼",0,"09/30/2025 17:02",,"IG story",,Lifetime,16418,12980,281,3,22,109,,14808,,
17931038715099061,17841401475580469,nicki.entenmann,"Nicki Entenmann","Phone is SYNCING 
not sinking 

Girl BYEEEEE",7,"09/30/2025 16:23",,"IG story",,Lifetime,14074,11873,39,0,3,8,,12041,2,
18165604624331480,17841401475580469,nicki.entenmann,"Nicki Entenmann","@typologyparis #typologyparispartner",0,"09/30/2025 16:20",https://instagram.com/stories/nicki.entenmann/3733386857452248454,"IG story",,Lifetime,14285,12127,35,1,4,4,,13079,149,
17980322774867491,17841401475580469,nicki.entenmann,"Nicki Entenmann","Spend $40+ using my link and get a free body lotion (it’s amazing!) with your purchase @typologyparis #typologyparispartner",56,"09/30/2025 16:15",https://instagram.com/stories/nicki.entenmann/3733384835890000906,"IG story",,Lifetime,14196,12183,15,2,7,3,,13199,81,
17948767719040423,17841401475580469,nicki.entenmann,"Nicki Entenmann","If you’ve text or dm’d me today
 TBD if I got it. 
Everything is still sinking so hoping it comes thru 👏🏼🙃",51,"09/30/2025 16:13",,"IG story",,Lifetime,14333,12221,33,0,4,1,,12776,,
18531269608041308,17841401475580469,nicki.entenmann,"Nicki Entenmann","Early prime deals!! I imagine this will sell out by next week !",0,"09/30/2025 14:22",https://instagram.com/stories/nicki.entenmann/3733327730080676846,"IG story",,Lifetime,13719,11789,16,6,3,0,,12788,31,
18097742452632331,17841401475580469,nicki.entenmann,"Nicki Entenmann","Our queen is 
$100 off!! 🥳🥳",28,"09/30/2025 14:21",https://instagram.com/stories/nicki.entenmann/3733327338265530105,"IG story",,Lifetime,14461,12053,52,11,6,3,,12507,574,
17880934875395959,17841401475580469,nicki.entenmann,"Nicki Entenmann","Nate 🤝 Me",19,"09/30/2025 12:30",,"IG story",,Lifetime,12499,10577,46,5,8,9,,11707,,
18101246488714664,17841401475580469,nicki.entenmann,"Nicki Entenmann","You can find the smaller cans at Target!  If you know you love them, best price will be here!  @drinklmnt x @target",0,"09/30/2025 11:58",https://instagram.com/stories/nicki.entenmann/3733254920419330525,"IG story",,Lifetime,13355,11246,35,6,1,5,,12286,178,
18128689639421967,17841401475580469,nicki.entenmann,"Nicki Entenmann","Insider bundle is the best way to go! Get 4 30 packs for price of 3 
(Plus tons of perks, free product, etc!) These would be my top 4 flavors!",0,"09/30/2025 11:56",https://instagram.com/stories/nicki.entenmann/3733254139741879406,"IG story",,Lifetime,13102,11378,27,0,,7,,11916,123,
17920979226035258,17841401475580469,nicki.entenmann,"Nicki Entenmann","Tangy, sweet, salty
The sparkling drinks are AMAZINGGGGGGGGG Free sample pack here",56,"09/30/2025 11:53",https://instagram.com/stories/nicki.entenmann/3733252881744324851,"IG story",,Lifetime,13374,11682,44,3,6,5,,12163,190,
18041076710460756,17841401475580469,nicki.entenmann,"Nicki Entenmann","Sound on!!!!!!!
If I had to start over on my weight loss again : 

1. Nutrition. Periottttt. That has to be your focus 
2. Move your body. Stop over complicating it. The best workout is the one you’ll do.",55,"09/30/2025 11:49",,"IG story",,Lifetime,12966,11251,95,4,11,15,,11494,,
18410904547112064,17841401475580469,nicki.entenmann,"Nicki Entenmann","the BEST thing I did this year was have the courage to be disliked!",59,"09/30/2025 11:49",,"IG story",,Lifetime,13402,11532,249,0,32,46,,11604,,
18058015292408124,17841401475580469,nicki.entenmann,"Nicki Entenmann","Anything that promotes this amount of sugar is trash IMO. 

Just be a grown up and make a protein shake at home so you can control what’s in it or eat a snickers cuz it’s really a liquid  candy bar 

I’ll do more playing with the app and see if I can make a “healthier” option",60,"09/30/2025 08:44",,"IG story",,Lifetime,14708,12549,111,4,8,39,,12730,,
18092512495696735,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"09/30/2025 08:09",https://instagram.com/stories/nicki.entenmann/3733139712979596436,"IG story",,Lifetime,15515,13134,33,1,3,7,,14330,328,
18107025658596132,17841401475580469,nicki.entenmann,"Nicki Entenmann","I spray this on my led mask after I use it to kill bacteria, also on kids sports equipment  or kids face directly after sports",0,"09/30/2025 07:20",https://instagram.com/stories/nicki.entenmann/3733115129224339435,"IG story",,Lifetime,15712,13281,31,0,5,4,,14120,331,
17861298942486436,17841401475580469,nicki.entenmann,"Nicki Entenmann","60% off and my code NICKI22 gets you an additional 22% off 

Do on clean dry face 
(Before all your skincare) 
7 different led lights to choose from",60,"09/30/2025 07:09",https://instagram.com/stories/nicki.entenmann/3733109897215968259,"IG story",,Lifetime,15633,13637,40,4,5,9,,14217,314,
17895635658315605,17841401475580469,nicki.entenmann,"Nicki Entenmann","Playing bangers cuz they don’t make them like they used to 🎶🎤 Fall Morning skincare:
Gentle cleanser 
Vitamin c 
Salmon DNA
Moisturizer 
spf",25,"09/30/2025 07:05",,"IG story",,Lifetime,16174,14090,127,1,15,27,,13021,,
17973528419947355,17841401475580469,nicki.entenmann,"Nicki Entenmann","Sooooo. This is not as fun as I remember 🧐",0,"09/29/2025 18:27",,"IG story",,Lifetime,13938,12305,59,0,12,63,,13086,,
18137377960446685,17841401475580469,nicki.entenmann,"Nicki Entenmann",,15,"09/29/2025 17:58",,"IG story",,Lifetime,14506,12438,172,2,5,6,,13888,,
18096367291663332,17841401475580469,nicki.entenmann,"Nicki Entenmann",,0,"09/29/2025 17:50",https://instagram.com/stories/nicki.entenmann/3732707527516617421,"IG story",,Lifetime,15049,12977,83,0,4,16,,12499,,
17847619941571460,17841401475580469,nicki.entenmann,"Nicki Entenmann","Running in the fall >
Not to be confused with 
the fall runs like I posted last week 
💩🚽",15,"09/29/2025 17:49",,"IG story",,Lifetime,14641,12988,85,0,7,15,,13183,1,
18158496760375887,17841401475580469,nicki.entenmann,"Nicki Entenmann","BUILD YOUR OWN
BURRITO BOWLS",0,"09/29/2025 16:30",https://instagram.com/stories/nicki.entenmann/3732667292640413707,"IG story",,Lifetime,15227,13027,99,0,6,14,,13487,,
18179716612338235,17841401475580469,nicki.entenmann,"Nicki Entenmann","If you missed it, our grill caught on fire the other day 🙃 and so grateful 
to have this!! 
It’s one of those you don’t think you need it, until you DO!  @preparedhero #preparedheropartner Tap my link to save
up to 56% off!",0,"09/29/2025 13:19",https://instagram.com/stories/nicki.entenmann/3732571296548156350,"IG story",,Lifetime,14382,12508,36,2,3,4,,12988,126,
18112151809541938,17841401475580469,nicki.entenmann,"Nicki Entenmann","Relinking the study we’re doing but also there is a book(if you don’t want to do the Bible study) that I found for free on kindle!",60,"09/29/2025 13:05",https://instagram.com/stories/nicki.entenmann/3732564348238975448,"IG story",,Lifetime,13939,12373,76,2,5,20,,12686,407,
17964125468975180,17841401475580469,nicki.entenmann,"Nicki Entenmann",,60,"09/29/2025 12:56",,"IG story",,Lifetime,13716,12668,114,0,10,24,,12097,,
18081330268791703,17841401475580469,nicki.entenmann,"Nicki Entenmann",,60,"09/29/2025 12:50",,"IG story",,Lifetime,14509,12884,66,1,11,5,,12683,,
18128255929482331,17841401475580469,nicki.entenmann,"Nicki Entenmann","The girls saying my body would never be the same after kids-you were right. 
Now its stronger, faster, unstoppable",32,"09/29/2025 12:29",https://instagram.com/stories/nicki.entenmann/3732546084746185643,"IG story",,Lifetime,15712,13524,375,2,23,72,,13602,,
